source,page_id,page_number,page_content,page_type
textract_results_8252b46c0d4e9407cf7201e10e59ed826cc73e648437ba3a0b5ee00af3cd6ad2.json,c7a1c691-f3e7-481b-a532-8b3fcfbf5159,1,"JobName JobAddress1 JobAddress2 CustName not found FORSYTHE Forsythe Data Center 1441 Touhy Avenue Elk Grove VillageIL Forsythe Technology not found FORSYTHE Forsythe IR Inspection 1441 Touhy Avenue Elk Grove Village, ILIL Forsythe Technology not found Dupont Fab IR Scan Corrective Actio 2200 Busse Road Elk Grove Village, ILIL ServerCentral, Inc. dba Printed 175 W jack Thermal Scan 175 West Jackson Boulevard Chicago IL Jackson Management Printed ServCent 2018 Thermal Scan 2200 Busse Road Elk Grove Village, ILIL ServerCentral, Inc. dba already sent GE Healthc Thermal Scan 500 West Monroe Street Chicago IL G.E. Healthcare already sent CYRUS Thermal Scan Images Only 2905 Diehl Road Aurora IL CyrusOne, Inc. not found PepsiCo. Thermal Scan 555 West Monroe Street Chicago IL PepsiCo, Inc. already sent Sidley Thermal Scan 1 South Dearborn Street Chicago IL Sidley Austin LLP already sent GonnBaking Old Side Thermal Scan 2435 Church Road Aurora IL Gonnella Baking Company already sent Duplicate GonnBaking New Side Thermal Scan 2435 Church Road Aurora IL Gonnella Baking Company already sent Henkel 2018 Thermal Scan 6050 West 51st Street Chicago IL Henkel US Operations Cor not found DeltaDenta 2018 Thermal Scan 111 Shuman Boulevard Naperville IL Ryan Companies US, Inc. already sent 9501TechBl 2018 Base Building T-sca 9501 West Technology Boulevard Rosemont IL Ryan Companies US, Inc. not found DRT Thermal Scan RPPs 9333 West Grand Avenue Franklin Park IL Digital Realty Trust, In already sent Crown-C &S 2018 Thermalscan 11535 South Central Avenue Alsip IL Crown-Cork & Seal Compan already sent ServCent Load Banking Thermal Sca 2200 Busse Road Elk Grove Village, ILIL ServerCentral, Inc. dba already sent Sirius 2019 Thermal Scan 1441 Touhy Avenue c/o Sirius Data Centers Elk Grove Village IL Sirius Computer Solution already sent Sterling Thermal Scan 210 North Carpenter Street Chicago IL Sterling Bay LLC already sent Sterling 2019 Thermal Scan 1330 West Fulton Street Chicago IL Sterling Bay LLC already sent ServCent Thermal Scan PDUs 2200 Busse Road Elk Grove Village, ILIL ServerCentral, Inc. dba already sent T5 Thermal Scan 9400 South Cass Avenue Argonne IL T5 Data Centers Printed Duplicate Snap-On 2019 Thermal Scan 420 Barclay Boulevard Lincolnshire IL Snap-On Corporation Printed GE Healthc 2019 Thermal Scan 500 West Monroe Street Chicago IL GE Healthcare IITS USA C already sent ServCent 2019 Thermal Scan 2200 Busse Road Elk Grove Village, IL ServerCentral, Inc. dba already sent Northrop 2019 Thermal Scan 600 Hicks Road Rolling Meadows IL Northrop Grumman Systems Printed 175 W jack SIG 2019 T-Scan 175 West Jackson Boulevard Chicago IL Jackson Management Printed Crown-C &S Thermal Scan Fees 11535 South Central Avenue Alsip IL Crown-Cork & Seal Compan already sent Sidley Aus 2019 Thermal Scan 1 South Dearborn Street Chicago IL Sidley Austin LLP already sent STACK STACK Thermal Scan 1441A Touhy Avenue Elk Grove Village, IL T5 Data Centers Printed Edge Thermoscan Whips 1800 Nichols Boulevard Elk Grove Village, IL EdgeConneX, Inc. Printed Edge Whip Thermal Scan 1800 Nichols Boulevard Elk Grove Village, IL EdgeConneX, Inc. Printed Edge Thermal Scan Whips 1800 Nichols Boulevard Elk Grove Village, IL EdgeConneX, Inc. Printed Edge Whip Load Banking T-Scan 1800 Nichols Boulevard Elk Grove Village, IL EdgeConneX, Inc. Printed ArgonneNat 2020 Thermal Scan 9400 South Cass Avenue Argonne IL T5 Data Centers Printed Eddie Baue Thermal Scan 800 Pasquinelli Drive Westmont IL Eddie Bauer LLC Printed TCF Bank Thermoscan 800 Burr Ridge Parkway Burr Ridge IL TCF Bank Printed Sirius Thermoscan 1441 Touhy Avenue c/o Heartland Payment Systems Elk Grove Village IL Sirius Computer Solution already sent Duplicate ServCent In Scan 2200 Busse Road Elk Grove Village, IL ServerCentral, Inc. dba already sent Duplicate 175 W jack Thermoscan 175 West Jackson Boulevard Chicago IL JLL Printed Duplicate TallGrass Thermoscan 1000 Remington Boulevard Bolingbrook IL Colliers International Printed T5 2021 Thermoscan 9400 South Cass Avenue Argonne IL T5 Data Centers Printed QTS 2021 Thermoscan 2800 South Ashland Avenue Chicago IL Electrical Energy Exper not found WoodElem Solar Thermoscan 17371 West Gages Lake Road Grayslake IL Continental Energy Solut not found WOOD Solar Thermoscan 1115 Hunt Club Road Gurnee IL Continental Energy Solut not found LACE Solar Tehrmoscan 7414 South Cass Avenue Darien IL Continental Energy Solut not found RMR 2021 Thermoscan 1415 West Diehl Road Naperville IL The RMR Group Printed",seam_title
textract_results_3fddc8e664741714c491ba56458c1010d1e748e272c4d966a8cb55c54c45b262.json,868902a7-c6b6-4b86-9cc0-e048f5f49f11,2,"Newport Township Fire Dept not found Niles West High School not found Norris Recreation printed Northrop Grumman Site? Northern Trust not found O'Hare Airport (Terminal 5) not found O'Hare Airport Chiller Commissioning not found Panduit Headquarters not found Park Evanston not found Pepsico printed Plexus not found Private Bank not found Recycle America (Waste Management) Printed Rexam not found Rosemont Corporate Center 2 reports printed Ryder Systems (Total Logistic Control) not found Server Central 2 reports printed Sidley Austin printed Simpson Strong-Tie printed Susquehanna not found Tredegar not found UAL not found University of Chicago not found USG not found VA Garage not found Village of Buffalo Grove not found Wolverine Trading not found Wrigley (Yorkville) not found York Terrace Apts (JCPC) not found Z Colo not found Sirius Data Center Printed CVS 1780 Wall Street Printed QTS 2800 South Ashland Ave, Chicago, IL not found Houghton Mifflin 1900 South Batavia Ave, Geneva, II Printed 5445 Edgewater Plaza Condominium 5445 North She Printed Waste Management Printed Aspen Dental 800 West Fulton Printed Swedish Covenant Hospital 5 reports printed T5 Data Centers 9700 S. Cass Ave, Building #240, Ar No inspections GCP Applied Technologies Printed Science of Spirituality Printed RMR Group- Address: 1415 West Diehl Rd, Naperville Printed Server Central 2200 Busse Road Elk Grove Village. Printed",seam_title
textract_results_333fb85632cbab28203439f2b262804aaab9f996189763038b0c27a6f2025798.json,fed1b18c-7e51-4a28-9099-4fa97a26eb5c,1,SEAM GROUP 5445 Edgewater Plaza 5445 North Sheridan Road 5445 North Sheridan Road Chicago IL 60640 US Inspection Date: Feb/24/2022 - Feb/24/2022 Disciplines: Infrared Page 1/13 Prepared by SEAM Group,seam_title
textract_results_3de52cdee97b36b18b31036c115a44b312408244223cbf60d72075f6c5b40a57.json,15653e86-5528-4074-bf4b-c117b3469be6,1,SEAM GROUP ABN AMRO Clearing ABN AMRO Clearing 175 W Jackson Blvd Chicago IL 60604 US Inspection Date: Mar/06/2016 - Mar/06/2016 Disciplines: Infrared Page 1/4 Prepared by SEAM Group,seam_title
textract_results_7078eb156e3888ceb014a8607f16e9d5bad19216559d7ad1367142c08b05e5f6.json,a98b3fa3-1109-42fb-aa73-618139d4cc69,1,SEAM GROUP Addolorata Villa Addolorata Villa 555 McHenry Rd Wheeling IL 60090 US Inspection Date: Apr/30/2018 - Apr/30/2018 Disciplines: Infrared Page 1/5 Prepared by SEAM Group,seam_title
textract_results_0cada2e80ff8d9321dcb57278e336d1678b44f59292b509f011cbdf691a9a51d.json,e38bdfc5-e847-4304-9ff8-5b0038df682f,1,SEAM GROUP Argonne National Laborary Howard Ricketts Lab 9900 South Case Ave Argonne IL 60439 US Inspection Date: Apr/30/2019 - Apr/30/2019 Disciplines: Infrared Page 1/4 Prepared by SEAM Group,seam_title
textract_results_4c38f5470016e2796d3878699cb71082b7e8163f5e87c0f63062030d2da1bf1b.json,5e9ca1c1-cb64-491b-8f3f-652a1e1d38eb,1,SEAM GROUP Argonne National Laborary Howard Ricketts Lab 9900 South Case Ave Argonne IL 60439 US Inspection Date: Jun/27/2010 - Jun/27/2010 Disciplines: Infrared Page 1/12 Prepared by SEAM Group,seam_title
textract_results_5bc0b917e02a939075a6c97bef662782fd5d625bdb203e4d61e29c1f1cab975b.json,ad460148-1305-43df-8cce-54ba01cfaed8,1,SEAM GROUP Argonne National Laborary TCS Building 9400 South Cass Avenue Lemont IL 60439 US Inspection Date: May/02/2022 - May/02/2022 Disciplines: Infrared Page 1/39 Prepared by SEAM Group,seam_title
textract_results_6601f70eaf8cffe075e0f07b1d07c5dd412bef410fb71869003033a448094515.json,512f0235-4f47-470e-af7d-8217de5ccd6d,1,SEAM GROUP Argonne National Laborary TCS Building 9400 South Cass Avenue Lemont IL 60439 US Inspection Date: May/02/2022 - May/02/2022 Disciplines: Infrared Page 1/41 Prepared by SEAM Group,seam_title
textract_results_bc7ba90d6e1eaaabb8932158249816cf37435d27d924b33786433300df93dd9e.json,bc3c5511-6682-47be-b98b-ab74852c7cbe,1,SEAM GROUP Aspen Dental 800 West Fulton 800 West Fulton Chicago IL US Inspection Date: Jun/27/2022 - Jun/27/2022 Disciplines: Infrared Page 1/13 Prepared by SEAM Group,seam_title
